Movie_Title,Storyline
The Luckiest Man in America,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.
F*** Marry Kill,"As a serial killer targets women on dating apps, a true-crime junkie must figure out which of her three dates is a f-boy, marriage material, or is trying to kill her."
Without Blood,"A parable-like tale exploring themes of family, war, and revenge."
I Was a Stranger,"Five strangers are pulled together, colliding on a single night where survival is uncertain."
The Goat Life,"An Indian man seeking work follows a job lead to Saudi Arabia, only to find himself forced to labor without pay as a goat herder in the remote desert."
Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake."
Amaran,"The life of Major Mukund Varadarajan and is set against the backdrop of the Qazipathri Operation in Shopian, Kashmir, which took place back in 2014."
Unstoppable,"Centers around the life of wrestler Anthony Robles, who was born with one leg and won a national championship in 2011 while competing at Arizona State University."
The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
Kalki 2898 AD,A pregnant woman comes under the protection of an immortal warrior while being tracked down by bounty hunters.
Cabrini,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children."
"Oh, Canada","Leonard Fife, one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam, shares all his secrets to de-mythologize his mythologized life."
Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island."
Lowlifes,The survival instincts of a road-tripping family are put to the test when they have no other choice but to stay the night at a remote homestead.
Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires."
Piece by Piece,"A vibrant journey through the life of Pharrell Williams, told through the lens of Lego animation."
Sting,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the facts about her pet-and fight for her family's survival-when the once-charming creature rapidly transforms into a giant, flesh-eating monster."
Under Paris,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine."
Ghostlight,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life."
18×2 Beyond Youthful Days,"Jimmy grows close to Ami, a Japanese backpacker, during one summer, then she leaves suddenly. Years later, a postcard draws him to Japan to face his first love and reflect on who he has become."
Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame."
Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home."
Sacramento,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento."
Force of Nature,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.
Dìdi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom."
Witchboard,"A cursed Witchboard awakens dark forces, dragging a young couple into a deadly game of possession and deception"
Old Guy,"Follows a contract killer facing the end of his career who is thrilled when The Company pulls him back into the field training Gen Z newcomer Wihlborg, a prodigy assassin with an attitude."
The Beldham,"A struggling new mother fights a generations-old presence lurking within her family home, threatening her safety, her sanity, and the life of her infant child."
The Door-to-Door Bookstore,"The 70-year old Carl Kollhoff works in a little bookshop in a small town, where he wraps up books to deliver them by foot. One day the 9-year old girl Schascha joins him on his delivering-tours. She calls him the ""Buchspazierer""."
The Piano Lesson,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano."
When Fall Is Coming,"Michelle, a retiree in Burgundy, expects her grandson Lucas but a mistake ruins her plans. Her friend Marie-Claude's son is released from prison, reviving Michelle's purpose."
Winter Spring Summer or Fall,"Remi and Barnes, two very different teenagers, meet by chance in the winter of their senior year, then spend four days together over the course of a year that will change their lives forever."
Sector 36,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold."
The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him."
Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever."
Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters."
The Friend,"When a solitary writer adopts and bonds with a Great Dane that belonged to a late friend, she begins to come to terms with her past and her own creative inner life."
Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music."
All We Imagine as Light,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend."
Souleymane's Story,A Paris food delivery cyclist and asylum seeker named Souleymane has two days to prepare his story for a make-or-break interview to secure legal residency.
Your Monster,"After her life falls apart, a soft-spoken actress finds her voice again when she meets a terrifying, yet weirdly charming monster living in her closet."
Hidden Face,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens."
Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides."
Rob Peace,"Based on a true story, a brilliant young man puts his bright future at risk to help his father."
The Sabarmati Report,"A Hindi reporter struggles with a deadly fact when a train full of Karsewaks is set ablaze in Godhra. Years later, he is asked to help expose the Sabarmati Incident backed by a buried report."
Riff Raff,A former criminal's ordinary life is turned upside down when his old family shows up for a long-awaited reunion.
Kishkindha Kaandam,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances."
The Uninvited,"A stranger crashes a party, sparking a comedy of errors, and a reordering of life."
Ponyboi,"Unfolding over the course of Valentine's Day in New Jersey, a young intersex sex worker must run from the mob after a drug deal goes sideways, forcing him to confront his past."
The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.
The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising."
Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out."
Meiyazhagan,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.
Secret Mall Apartment,"In 2003, eight Rhode Islanders created a secret apartment inside a busy mall and lived there for four years, filming everything along the way. Far more than a prank, the secret apartment became a deeply meaningful place for all involved."
Girl Haunts Boy,"Follows Bea, a teenager ghost who forms a special friendship with Cole, the new guy in town, whose house she has been inhabiting for over 100 years."
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine."
Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.
Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth."
U Are the Universe,"After Earth explodes, Ukrainian space trucker Andriy Melnyk becomes the last person in the universe until he receives a call from Catherine, a French woman on a distant space station. Despite the obstacles, Andriy decides to find her."
The Dæmon,"Tom flees to his father's lakeside cottage after his suicide, where childhood memories and an ancient evil beneath the lake push him toward madness. His wife Kathy, her brother Mark, and his wife Jess try to save him."
Misericordia,"Returning to Saint-Martial for his late boss's funeral, Jérémie's stay with widow Martine becomes entangled in a disappearance, a threatening neighbor, and an abbot's shady intentions."
Goodrich,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had."
The 4:30 Movie,A group of teens in the 1980s spend the day theater-hopping.
Spermworld,Three men enter the new wild west of baby making - online forums where sperm donors connect with hopeful parents - but find themselves exchanging more than just genetic material.
Your Letter,"A bullied girl transfers schools hoping for peace, but her past trauma isolates her-until she discovers a series of secret letters hidden around the school, leading her on a mysterious quest to uncover their sender's true intent."
Breathe,"An East Flatbush mother and daughter, barely surviving in a world nearly devoid of oxygen, must band together to protect each other when intruders arrive claiming to know the mother's missing husband."
Diamonds,A director calls all his favorite actresses to film a movie set in Rome in the 70s that tells the vicissitudes revolving around a prestigious tailoring.
Our Little Secret,Two resentful exes must awkwardly spend Christmas together after they learn that their new partners are siblings.
Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back."
Irish Wish,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland."
Boneyard,Inspired by the true events of a serial killer that may still be out there today.
Long Distance,"It follows an asteroid miner who, after crash-landing on an alien planet, must make his way across the harsh terrain, running out of oxygen, hunted by strange creatures, to the only other survivor."
The Partisan,A Polish spy who works for the British during the Second World War is compromised in Warsaw after a betrayal and finds herself in a murky world of treachery.
My Penguin Friend,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them."
Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them."
I Wish You All the Best,"After being kicked out of the house by their parents, a teen embarks upon a journey of self-discovery that teaches them about love, friendship, and family."
The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.
Hard Truths,Ongoing exploration of the contemporary world with a tragicomic study of human strengths and weaknesses.
Chime,A school teacher is woken by a sound that fills him with dread.
Babes,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand."
This Time Next Year,"Minnie and Quinn are born on the same day, one minute apart. Their lives may begin together, but their worlds couldn't be more different. Years later they find themselves together again. Maybe it's time to take a chance on love."
Cocorico,"The daughter of the Bouvier-Sauvage family of aristocrats is in love with the son of a Peugeot dealer. When the children announce their marriage, the aristocratic family does not agree."
Cloud,"Yoshii, a young man who resells goods online, finds himself at the center of a series of mysterious events that put his life at risk."
Cash Out,"Professional thief Mason attempts his biggest heist with his brother, robbing a bank. When it goes wrong, they're trapped inside surrounded by law enforcement. Tension rises as Mason negotiates with his ex-lover, the lead negotiator."
Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered."
Ashes,"A wealthy, married woman falling in love with a mysterious carpenter, which will lead to many conflicts."
Sunlight,"A hilariously dark and unconventional love story, following two people on the edge of life who find purpose and romance through an unlikely connection, escaping the darkness in search of some sunlight."
Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling."
Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon."
Pushpa: The Rule - Part 2,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new."
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
Lilies Not for Me,"A gay novelist and his psychiatric nurse bond over a series of ""dates"" prescribed to ""cure"" his homosexuality. He tells her how his previous relationship degenerated when his partner tried a risky procedure to become heterosexual."
Aavesham,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.
The Cut,"A retired Irish boxer (Orlando Bloom) returns to the ring for one last shot at the title but only if he makes weight. Holed up in a room in Las Vegas he embarks on an intensive, illegal weight-cut program with an unscrupulous trainer."
Trigger Warning,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions."
Second Life,"Whilst serving a prison sentence for killing a gang boss, Liang gives birth to a boy who is put into welfare. 30 years later, Liang is released from prison, and the gang send blind Ah Gui to pose as Liang's blind son so he can kill her."
Out of My Mind,"Melody Brooks is navigating sixth grade as a nonverbal wheelchair user who has cerebral palsy. With the help of some assistive technology and her devoted allies, Melody shows that what she has to say is more important than how she says it."
The Roundup: Punishment,"Detective Ma Seok-do joins the Cyber Investigation Team to nab Baek Chang-ki, a former mercenary and the head of an online gambling organization."
Dear Santa,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays."
Stream,"The Keenan family's simple weekend getaway truly turns into a vacation to die for, as four deranged killers playing a sadistic game lock down their hotel and compete for the most creative murders of all the guests."
The Pleasure Is Mine,What was at first a simple pursuit to regain stolen money becomes the chance for a dysfunctional family to finally reconcile.
The Colors Within,A girl who can see colors in people's hearts joins a band with two other people.
River of Blood,Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.
Kiskisan,"Steamy tale of love, lust, and betrayal. When Adele's sister Bea returns with her girlfriend Cheska, a secret affair begins between Cheska and Adele's boyfriend, Rener, leading to a climactic ending when they're caught."
Camera,"Follows nine-year-old Oscar, a non-verbal child who struggles to fit in, as he meets Eric, a kind repair shop owner, and become unlikely friends after being brought together by a damaged film format camera."
Sharp Corner,A dedicated family man becomes obsessed with saving the lives of the car accident victims on the sharp corner in front of his house - an obsession that could cost him everything.
Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with."
Premalu,"Sachin's quest for love takes unexpected turns, creating a laughter-filled love triangle."
"I, the Executioner","Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world."
The Point Pleasant Tapes,"In 1987, three friends vanish on a road trip to West Virginia. Thirty-four years later, footage of their final moments leaks onto YouTube, forcing viewers to question the existence of an ancient evil within the Appalachian woods."
Through My Window: Looking at You,"After the events of the summer, Ares and Raquel can't find a way to carry on their relationship and decide to go their separate ways. When they see each other again in winter, the love and attraction they feel for each other is undeniable."
La Cocina,"In the heart of a bustling Times Square kitchen, dreams and desperation collide as the staff each chase the elusive American dream."
Pani,"When the peaceful married life of a couple is unexpectedly disrupted by two youngsters with criminal inclination, the trials and tribulations connect the mobster lives of Thrissur by becoming a part of vengeance."
The Greatest Hits,"A love story centering on the connection between music and memory and how they transport us, sometimes literally."
Hear Me: Our Summer,A hearing-impaired woman and a motorbike delivery man find connection despite communication barriers. They use metaphors of persevering water birds and trees to represent overcoming obstacles in romance and leading to further commitment.
Lover Stalker Killer,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme."
Harvest,"Over seven hallucinatory days, a village with no name, in an undefined time and place, disappears."
Bonhoeffer: Pastor. Spy. Assassin.,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide."
Jane Austen Wrecked My Life,A desperately single bookseller lost in a fantasy world finds herself forced to fulfill her dreams of becoming a writer in order to stop messing up her love life.
Gaslit by My Husband: The Morgan Metzer Story,"Morgan's ex-husband Rodney shows up minutes after a masked intruder has assaulted her in her home. Rodney's answers to the authorities' questions don't seem to add up, which makes him the prime suspect in the attack. Based on a true story."
Lucky Baskhar,A cash-strapped cashier working at a bank embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.
Skincare,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation."
Don't Let's Go to the Dogs Tonight,Depicts 8-year-old Bobo's life on her family's Rhodesian farm during the Bush War's final stages. It explores the family's bond with Africa's land and the war's impact on the region and individuals through Bobo's perspective.
Love,"Marianne, a doctor, and Tor, a nurse, avoid relationships. After meeting on a ferry where Tor seeks casual encounters, Marianne explores the possibility of spontaneous intimacy, questioning societal norms."
Marco,"The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step."
Swimming Home,A woman invites a naked stranger found floating in the pool of her family holiday villa to help her set those she loves free.
Stree 2,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones."
Vermiglio,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life."
Monsieur Aznavour,"Follows the beginnings of the iconic French-Armenian singer, songwriter and actor, Charles Aznavour, from zero to fame."
Justice League: Crisis on Infinite Earths - Part Three,"Trapped in a pocket universe, surviving Earths face annihilation by the Anti-Monitor. Time shatters, bringing past heroes to aid Justice League against the epitome of evil. Their sacrifice may lead to victory."
The End,"In a luxurious bunker, a family maintains their pre-apocalyptic routines 25 years after Earth's ecological disaster made the surface uninhabitable."
Thalavan,"Retired Dysp Udhayabhanu narrates events of his professional life in a TV program. He reveals the intriguing details of the 'Chepanamthota case', a milestone event in his career."
Last Night on Earth,"Faced with impending doom from a planet-killing asteroid, a couple flee to the hills of Tennessee to spend their last days together - but the chaotic breakdown of society disrupts their peaceful plans."
Manas,"Aware that the future does not hold many options for her in a riverside community on Marajó Island, a 13-year-old girl decides to confront the violent machinery that governs her family and the women in her community."
Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective."
No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.
Maharaj,"Based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior."
Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth."
Spermageddon,"Two narrative threads - one is an emerging love story between two awkward teens, John and Lisa, who are having sex for the first time and the other is an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg."
All Is Fine in '89,"With the backdrop of the Berlin Wall being torn down, the senior students - and even teachers - at Romano High are prepping for the last field party of the decade - and for some, the last party of their lives."
Mr. K,"After spending the night in a remote hotel, Mr. K is stuck in a claustrophobic nightmare when he discovers that he can't leave the building."
Rich Flu,"As Laura's career peaks, a deadly virus targets the rich. As panic erupts and society turns on the 1%, she must fight to protect her family in a world where wealth becomes a death sentence."
Who's Watching,"Caleb is a metal head loner who becomes obsessed with his new coworker, Krista. He begins invading every aspect of Krista's life. As his infatuation escalates from inappropriate to criminal, we're left asking who is really watching whom."
The 47,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom."
Armand,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school."
Happyend,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation."
Name the Demon,"The story of David, in an effort to save his possessed wife Anna. This is the remaining footage that was painstakingly put together to help tell the story of this horrific night."
Life After Fighting,"A martial arts instructor is confronted with the disappearance of two of his students, leading him into a direct confrontation with a group of international child traffickers."
Four Letters of Love,"Based on Niall Williams' best-selling novel. Nicholas and Isabel were made for each other but how will they ever know it? As ghosts, fate and the sheer power of true love pull them together, so too does life threaten to tear them apart."
"Thank You, Dr. Fauci",Award-winning documentarian Jenner Furst seeks answers from Dr. Fauci about the origins of COVID-19
Lembayung,Pica and Arum were still doing practical field work (PFW) at that time. They underwent PFW at the dental clinic in a small hospital in Central Java.
40 Acres,"In a post-apocalyptic world with food scarcity, a Black family of Canadian farmers descended from American Civil War migrants defend their homestead against cannibals trying to seize their resources."
My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening."
Captain Miller,A man leaves and turns against the British-led Indian military after witnessing atrocity.
Dreams,"Johanne documents her intense crush on her french teacher. Her mother, grandmother end up reading these intimate writings. They're both horrified by the contents but taken by the powerful writing and story. Johanne navigates romantic ideals vs reality, exploring emotions of self-discovery, love, sexuality."
High Tide,"Heartbroken and adrift, undocumented Brazilian immigrant Lourenço searches for purpose in the queer mecca of Provincetown. As the summer season comes to a fade, he sparks an intense and unexpected romance with Maurice. Together, the two reconcile the pasts they've left behind and their uncertain futures."
Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.
Heavier Trip,"Impaled Rektum, a band, is in jail but must escape when the guitarist's father falls ill and their family home/business faces demolition. They receive an offer to play a major festival but decline due to being imprisoned and unprepared."
Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past."
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,"A writer in a creative crisis befriends a retired serial killer, who becomes his marriage therapist and consultant for a new book. But his wife begins to suspect she might be a target."
Sound of Hope: The Story of Possum Trot,"The true story of Donna and Reverend WC Martin and their church in East Texas, in which 22 families adopted 77 children from the local foster system, igniting a movement for vulnerable children everywhere."
Sookshma Darshini,"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister."
Lonely Planet,"At a retreat in Morocco, a woman meets a young man whose acquaintanceship evolves into an intoxicating, life-altering love affair."
Black Dog,"Released from jail, Lang returns to his hometown in Northwest China. As part of a dog patrol tasked with clearing stray dogs before the 2008 Olympics, he bonds with a black stray. The two lonely souls embark on a new journey together."
Romance on the Ranch,"Sara sells her place and buys a camper to find happiness. Her truck breaks down, and she meets two brothers, Porter and Aiden, who smitten with her and soon she begins to have feelings for them both."
Holy Cow,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize."
Winner,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.
How to Make a Killing,"After a fatal car crash, Michel flees the scene. His passenger commits suicide. Michel and wife Cathy find EUR2M in a bag while covering up the incident, leading to a series of chaotic events."
Rumours,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out."
Swatantrya Veer Savarkar,"The life journey of Indian freedom fighter and reformer Vinayak Damodar Savarkar, popularly known as Veer Savarkar."
Siddharth Roy,"Siddharth Roy Embraces logic and reason but is overwhelmed by emotions, resulting in heartache and inner turmoil."
Streets of Gloria,"In Rio's hidden corners, a young teacher's love affair with an escort triggers a dangerous obsession."
Good One,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend."
Magpie,A couple find their lives turned upside-down when their daughter is cast alongside a controversial major star.
11 Rebels,"Amidst the Boshin War's brutal conflicts, a motley squad of criminals and samurai undertakes a desperate defense of a fortress, their stand triggered by clashing interests of the Shibata clan, the shogunate, and the new government."
Love Me,A post-apocalyptic romance in which a buoy and a satellite meet online and fall in love after the end of human civilization.
V/H/S/Beyond,"Six bloodcurdling tapes unleash horror in a sci-fi inspired hellscape, pushing the boundaries of fear and suspense."
On Becoming a Guinea Fowl,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family."
Wonderland,"In 'Wonderland', people can use an A.I. program to communicate with virtual versions of their comatose or lost loved ones."
The Visitor,"A refugee arrives at the home of an upper-class family in London and seduces each member of the family. When he suddenly is gone, he leaves behind a void that the rest try to fill in different ways."
Reading Lolita in Tehran,A professor in revolutionary Iran gathers her most dedicated female students to study banned literary classics. Based on Azar Nafisi's beloved memoir.
Bonjour Tristesse,Cécile's relaxing summer with her father in the south of France is upended by the arrival of the enigmatic Anne.
The Ceremony,Two troubled migrant workers in a Bradford car wash are dragged into an escalating moral crisis as night falls.
What Happened to Dorothy Bell?,"Ozzie Gray video documents her investigation into the traumatic events from her early childhood, which involved her late grandmother, Dorothy Bell."
Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's."
Rabb Da Radio 3,"A village of 22 families living in harmony faces upheaval when a highway project inflates land values. Greed ignites conflict among relatives, fracturing once-strong bonds. Amid the chaos, one man refuses to compromise his principles."
Code 8: Part II,Follows a girl fighting to get justice for her brother who was slain by corrupt police officers. She enlists the help of an ex-con and his former partner to face off against a highly regarded and well-protected police sergeant.
Red Right Hand,"Cash is trying to live an honest and quiet life, but when Big Cat forces him back into her services, he proves capable of anything to protect the town and the only family he has left."
The Beast Within,"After a series of strange events leads her to question her family's isolated life on a fortified compound deep in the English wilds, 10-year-old Willow follows her parents on one of their secret late-night treks to the heart of the forest."
Air Force One Down,A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.
My Spy: The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear scheme threatening Vatican City, which disrupts a high school choir trip to Italy."
A Desert,"A photographer's road trip takes a dark turn when he befriends a reckless couple, plunging him into a nightmarish neo-noir spiral of unpredictable horror."
The Contract,"Following up on a murder investigation, failed journalist Giuseppe falls into the trap of the devil."
Haikyu!! The Dumpster Battle,"Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round."
City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death."
Sunrise,"A man, Fallon (Alex Pettyfer) roams the land as a creature of the night as he comes to terms with tragic loss of his family at the hands of a brutal demagogue, Reynolds (Guy Pearce)."
The Fix,"In a future with toxic air, a model takes a drug causing a transformation. She tries reversing it but learns her mutations could save humanity."
The Prosecutor,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces."
Humane,"In the wake of an environmental collapse that is forcing humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry."
Panda Plan,International action superstar Jackie Chan is involved in a rescue operation of a beloved zoo panda named Hu Hu.
Something in the Water,A group of five friends must fight for their lives in open water after a dream wedding turns into a nightmare.
Vettaiyan,Ruthless criminal activity is met with force from a maverick police officer with a disregard for the rules as he confronts an outbreak of lawlessness.
Kryptic,"A woman searches for a missing monster hunter, realizing she has an inextricable bond with the creature being pursued."
Take My Hand,"At the peak of her career in London, an Australian woman is diagnosed with MS. After losing her job and the death of her husband, she moves home with her three sons, where a chance encounter with a childhood sweetheart changes her life."
Bougainvillea,A family entangled in a police investigation surrounding the mysterious disappearance of tourists in Kerala.
Duchess,"Follows a tough, working-class, petty criminal who morphs into an anti-heroine to be reckoned with in a murky underworld, in the treacherous world of diamond smuggling."
Baby John,Revolves around a DCP who transforms and travels to a different place in order to safeguard his family.
Outside,"A family seeks refuge on an isolated farm during a zombie apocalypse, but long-buried secrets strain their relationships as they struggle to survive."
Revolver,"An ex-police officer embarks on a single-minded goal upon leaving jail, after serving a sentence for crimes committed under dubious circumstances."
Chainsaws Were Singing,Adventures await when new lovers are separated by a chainsaw killer.
The Fabulous Four,It tells the story of two friends who travel to be bridesmaids in a surprise wedding of their college girlfriend.
